project, size, inversion-ratio, thr  eads, run, time, instructions, cycles, context-switches, cache-misses, L1-dcache-load-misses, stalled-cycles-frontend, stalled-cycles-backend
Java, 4194304, 100, 2, 8, 814.84, 10110987038, 11318464629, 3045, 21233448, 61955891, 802037007, 4001434269
Java, 4194304, 100, 4, 1, 653.56, 10261548553, 12388364036, 3284, 24253603, 68439525, 854752550, 4409724349
Java, 4194304, 100, 4, 2, 647.60, 10370656950, 12523342794, 3059, 22710018, 69172948, 882576640, 4949418771
Java, 4194304, 100, 4, 3, 624.83, 10301733511, 12418072117, 3045, 22731084, 67660318, 885953983, 4842842436
Java, 4194304, 100, 4, 4, 645.87, 10269034710, 12308826822, 3134, 23212118, 69957934, 883885854, 4646620505
Java, 4194304, 100, 4, 5, 643.43, 10307276152, 12446148615, 2941, 22841830, 71193611, 890164711, 4709541713
Java, 4194304, 100, 4, 6, 636.37, 10278657528, 12382125823, 3187, 23640553, 70492154, 893582460, 4458125200
Java, 4194304, 100, 4, 7, 628.82, 10308108284, 12430151685, 3169, 22462327, 68134409, 883085230, 4953668024
Java, 4194304, 100, 4, 8, 621.26, 10310385619, 12132533877, 3050, 22864573, 68136958, 782975435, 4939811412
Java, 4194304, 100, 8, 1, 497.65, 10059614579, 12807733588, 3186, 22358516, 71516773, 700472868, 5520005749
Java, 4194304, 100, 8, 2, 495.30, 10187613310, 12872110777, 3009, 23146335, 69720672, 674294497, 6149229076
Java, 4194304, 100, 8, 3, 495.38, 9902038637, 13377248433, 3030, 22560549, 70136173, 747453734, 6211380932
Java, 4194304, 100, 8, 4, 458.02, 10154319575, 12520652629, 3101, 23576468, 69433851, 657991204, 5728681588
Java, 4194304, 100, 8, 5, 438.11, 9931558656, 12713182903, 2790, 23453344, 71120643, 688555891, 5252968621
Java, 4194304, 100, 8, 6, 504.02, 10036093263, 12793250168, 3153, 24289522, 69690479, 715974561, 5505279217
Java, 4194304, 100, 8, 7, 492.63, 10155128694, 13024954834, 3122, 23268281, 70114746, 700908122, 5954359394
Java, 4194304, 100, 8, 8, 492.33, 10121447547, 12858527680, 2953, 22453977, 70834010, 741542133, 5916837256
Java, 4194304, 100, 16, 1, 595.66, 10483033540, 18395698701, 3360, 26080648, 76539314, 954990340, 9774570049
Java, 4194304, 100, 16, 2, 600.74, 10324822696, 17957402779, 3187, 26142655, 73763688, 902015686, 9483915331
Java, 4194304, 100, 16, 3, 571.52, 10043055880, 17265562226, 3308, 26302915, 74387309, 792179079, 7883058775
Java, 4194304, 100, 16, 4, 623.50, 10616913027, 19109529541, 3225, 27870404, 78922279, 1253471775, 10010572464
Java, 4194304, 100, 16, 5, 574.50, 10301638152, 17877613646, 3105, 25759791, 74040068, 750993344, 10327354717
Java, 4194304, 100, 16, 6, 564.72, 9996974899, 17312864837, 3103, 26694179, 72659144, 750934208, 9202497815
Java, 4194304, 100, 16, 7, 631.80, 10647782310, 18739872025, 3571, 26427293, 75067259, 1137809955, 9624341073
Java, 4194304, 100, 16, 8, 587.90, 10405443365, 18330442441, 3270, 27494897, 76209949, 904743395, 10052735384
Java, 4194304, 100, 32, 1, 782.55, 11190448887, 32430683223, 3998, 34090625, 92891278, 2042847340, 12873451710
Java, 4194304, 100, 32, 2, 700.16, 10954319299, 29288033727, 3952, 32100611, 87242888, 1953798591, 10597436552
Java, 4194304, 100, 32, 3, 520.32, 10122606546, 21709070464, 4013, 25061341, 75511268, 1053212719, 8538418689
Java, 4194304, 100, 32, 4, 506.59, 10214179196, 21165673587, 3953, 24849876, 72242860, 1081704127, 7710723189
Java, 4194304, 100, 32, 5, 497.51, 9985808705, 27928244200, 3766, 26565820, 79102937, 1110949103, 11925888091
Java, 4194304, 100, 32, 6, 638.82, 10497925325, 27041701076, 3940, 28287500, 81669105, 1210137398, 10810942214
Java, 4194304, 100, 32, 7, 565.27, 10291279336, 23430034602, 3822, 27662541, 79264608, 1066443707, 9408484104
Java, 4194304, 100, 32, 8, 595.17, 10487305599, 25150441309, 3885, 29043469, 80353896, 1252514817, 9433167076
Rust, 64, 0, 1, 1, .03, 76032622, 79089496, 4, 180496, 1401956, 11183106, 28768876
Rust, 64, 0, 1, 2, .03, 76040015, 79536525, 3, 180085, 1348444, 11566337, 28126995
Rust, 64, 0, 1, 3, .03, 75988169, 79518192, 5, 182854, 1361943, 11400426, 28515205
Rust, 64, 0, 1, 4, .03, 75966373, 80464527, 4, 180175, 1390423, 11191616, 28617448
Rust, 64, 0, 1, 5, .03, 75992687, 79612383, 3, 180924, 1378221, 11331762, 28557138
Rust, 64, 0, 1, 6, .03, 76009011, 79721989, 4, 178176, 1353412, 11144613, 28494453
Rust, 64, 0, 1, 7, .03, 75855550, 79601210, 3, 180282, 1371866, 11061050, 28585259
Rust, 64, 0, 1, 8, .03, 75928194, 79671152, 3, 181483, 1371104, 11338361, 28389532
Rust, 64, 0, 2, 1, .39, 76134739, 79386467, 5, 186305, 1399171, 11632012, 28634657
Rust, 64, 0, 2, 2, .40, 76163013, 79385356, 4, 185140, 1383693, 11280665, 28392185
Rust, 64, 0, 2, 3, .40, 76171506, 79658694, 4, 185453, 1378678, 11697629, 28623035
Rust, 64, 0, 2, 4, .40, 76174072, 79438404, 4, 187165, 1385973, 11454645, 28950289
Rust, 64, 0, 2, 5, .40, 76219176, 81463311, 5, 187112, 1406154, 11589475, 28592273
Rust, 64, 0, 2, 6, .40, 76171317, 80512392, 6, 186795, 1391687, 11378032, 28631273
Rust, 64, 0, 2, 7, .39, 76170867, 80049301, 5, 186546, 1382336, 11291842, 28620237
Rust, 64, 0, 2, 8, .39, 76195418, 79807819, 5, 188718, 1388485, 11404448, 28765340
Rust, 64, 0, 4, 1, 2.24, 76804766, 81340841, 17, 199129, 1383641, 11715452, 29185669
Rust, 64, 0, 4, 2, 2.24, 76582700, 80567690, 17, 201369, 1401997, 11759239, 29150210
Rust, 64, 0, 4, 3, 2.20, 76651663, 81685760, 15, 199519, 1410340, 12412215, 29671117
Rust, 64, 0, 4, 4, 2.20, 76690460, 82488581, 13, 201581, 1381759, 11880772, 29355252
Rust, 64, 0, 4, 5, 2.30, 76929024, 81725670, 17, 199719, 1376101, 11579637, 29112134
Rust, 64, 0, 4, 6, 2.16, 76683280, 81381311, 15, 198734, 1383818, 11525106, 28964610
Rust, 64, 0, 4, 7, 2.23, 76669356, 80669294, 18, 199439, 1383076, 12015516, 28847947
Rust, 64, 0, 4, 8, 2.24, 76905419, 81631336, 18, 199806, 1386275, 11643504, 29238510
Rust, 64, 0, 8, 1, 4.48, 77509705, 83121837, 49, 224071, 1395199, 12395935, 29821927
Rust, 64, 0, 8, 2, 4.54, 77581332, 84724946, 52, 219810, 1414674, 12385340, 30263669
Rust, 64, 0, 8, 3, 4.66, 77556921, 83168723, 48, 221141, 1380635, 12296325, 30535752
Rust, 64, 0, 8, 4, 5.09, 77488260, 84127451, 57, 221497, 1419239, 12359281, 30177509
Rust, 64, 0, 8, 5, 4.42, 77389399, 83007507, 49, 222602, 1397663, 12502303, 30576771
Rust, 64, 0, 8, 6, 5.09, 77467038, 83566513, 46, 220400, 1418442, 12269442, 30359058
Rust, 64, 0, 8, 7, 5.44, 77610225, 84047636, 55, 218493, 1415580, 12350156, 30393231
Rust, 64, 0, 8, 8, 4.46, 77501143, 84540523, 56, 216736, 1389431, 12107629, 30956097
Rust, 64, 0, 16, 1, 9.51, 80388057, 89644395, 135, 245855, 1414546, 13766867, 32070136
Rust, 64, 0, 16, 2, 9.65, 79753403, 88314346, 117, 256433, 1415628, 14164137, 32696244
Rust, 64, 0, 16, 3, 9.95, 79962853, 88633042, 123, 245543, 1456016, 13320465, 31789338
Rust, 64, 0, 16, 4, 10.48, 79883994, 88375935, 133, 257241, 1443490, 14299148, 32172102
Rust, 64, 0, 16, 5, 9.48, 79762188, 88676324, 122, 249000, 1440558, 13848371, 32361005
Rust, 64, 0, 16, 6, 9.08, 79529318, 88911890, 92, 245678, 1426627, 13684096, 31638529
Rust, 64, 0, 16, 7, 9.48, 80158930, 89344755, 126, 244045, 1436621, 14173938, 31806426
Rust, 64, 0, 16, 8, 9.95, 79303699, 89613619, 105, 263677, 1421166, 13402416, 33235777
Rust, 64, 0, 32, 1, 17.89, 85874531, 103812414, 274, 335101, 1494315, 19167234, 37439766
Rust, 64, 0, 32, 2, 18.11, 86982494, 104731011, 297, 325712, 1503042, 17467815, 35986133
Rust, 64, 0, 32, 3, 18.36, 85623594, 100848846, 282, 347812, 1500718, 17526080, 36811697
Rust, 64, 0, 32, 4, 18.02, 84218022, 109638390, 236, 350786, 1505492, 16475231, 37591658
Rust, 64, 0, 32, 5, 17.68, 85129044, 103382796, 288, 322843, 1468710, 17604650, 39001598
Rust, 64, 0, 32, 6, 18.83, 83957346, 100067144, 262, 336139, 1523067, 18629253, 35864445
Rust, 64, 0, 32, 7, 18.01, 86297316, 104070931, 275, 346220, 1492482, 17211209, 36070356
Rust, 64, 0, 32, 8, 17.84, 83753018, 99363040, 237, 326382, 1508002, 18981916, 36331142
Rust, 64, 25, 1, 1, .03, 75987346, 80961530, 3, 180530, 1420761, 11177703, 28802869
Rust, 64, 25, 1, 2, .03, 76013282, 79173088, 4, 180706, 1384194, 11437638, 28686866
Rust, 64, 25, 1, 3, .03, 75993090, 79216593, 3, 180516, 1397444, 10999993, 28246777
Rust, 64, 25, 1, 4, .03, 75980668, 79322674, 3, 180963, 1340986, 11419443, 28324270
Rust, 64, 25, 1, 5, .03, 75967052, 79486316, 4, 180088, 1348122, 11060639, 28260656
Rust, 64, 25, 1, 6, .03, 75972798, 79995726, 3, 180325, 1375300, 11504432, 28179740
Rust, 64, 25, 1, 7, .03, 75993563, 80082914, 3, 180180, 1342823, 11112859, 28698440
Rust, 64, 25, 1, 8, .03, 75999005, 79003463, 3, 182141, 1354325, 10998673, 28432203
Rust, 64, 25, 2, 1, .40, 76212778, 80415146, 5, 184907, 1382238, 11462736, 28692010
Rust, 64, 25, 2, 2, .40, 76188535, 79675562, 5, 189248, 1366015, 11365249, 28242563
Rust, 64, 25, 2, 3, .41, 76148041, 79665060, 6, 185461, 1391848, 11539431, 28507241
Rust, 64, 25, 2, 4, .39, 76141477, 80404469, 7, 186873, 1392658, 12255443, 28908653
Rust, 64, 25, 2, 5, .39, 76206395, 79470168, 4, 186670, 1366618, 11640010, 28436446
Rust, 64, 25, 2, 6, .40, 76181055, 79686372, 5, 185333, 1413493, 11333199, 28307388
Rust, 64, 25, 2, 7, .40, 76172188, 79718339, 5, 186026, 1370226, 11712670, 28767193
Rust, 64, 25, 2, 8, .40, 76102173, 80053010, 6, 185390, 1340956, 11592844, 28394460
Rust, 64, 25, 4, 1, 2.14, 76956960, 81041625, 16, 198651, 1371835, 12067467, 29369948
Rust, 64, 25, 4, 2, 2.24, 76760227, 81466007, 19, 196625, 1364105, 11721248, 29139447
Rust, 64, 25, 4, 3, 2.21, 76594199, 80349081, 14, 200160, 1380544, 11680823, 28995920
Rust, 64, 25, 4, 4, 2.31, 76775807, 81792412, 15, 196054, 1403884, 11658402, 29297621
Rust, 64, 25, 4, 5, 1.67, 76583308, 80852604, 16, 195089, 1392363, 12627094, 29161143
Rust, 64, 25, 4, 6, 1.92, 77155560, 82132719, 14, 185604, 1384654, 11827751, 28913624
Rust, 64, 25, 4, 7, 2.18, 76824044, 81635917, 17, 199160, 1382021, 11580671, 29205044
Rust, 64, 25, 4, 8, 2.25, 76612925, 81936403, 19, 199725, 1392106, 12233680, 28957216
Rust, 64, 25, 8, 1, 5.05, 77494727, 84766227, 52, 220825, 1433285, 12810659, 29894152
Rust, 64, 25, 8, 2, 4.28, 77551358, 83820545, 56, 223461, 1410455, 12734995, 30001199
Rust, 64, 25, 8, 3, 4.78, 77606038, 83926116, 60, 218501, 1376950, 12419186, 30603155
Rust, 64, 25, 8, 4, 4.93, 77652818, 82995082, 49, 220842, 1383265, 12508694, 30036084
Rust, 64, 25, 8, 5, 5.26, 77704453, 83946778, 61, 220944, 1392103, 12583266, 29717856
Rust, 64, 25, 8, 6, 4.24, 77728173, 83473862, 48, 220373, 1391246, 12450937, 30573581
Rust, 64, 25, 8, 7, 4.77, 77607691, 83953874, 54, 221993, 1392666, 12747834, 30369219
Rust, 64, 25, 8, 8, 4.73, 77825362, 83573921, 43, 213186, 1403885, 12445363, 30220958
Rust, 64, 25, 16, 1, 8.96, 79618951, 89496841, 120, 250981, 1403673, 14410136, 32891711
Rust, 64, 25, 16, 2, 9.16, 80576355, 88098075, 99, 249439, 1423580, 13879090, 31776279
Rust, 64, 25, 16, 3, 9.86, 79514360, 89214270, 121, 250984, 1424474, 16486816, 31979842
Rust, 64, 25, 16, 4, 8.99, 80918979, 97221408, 140, 243773, 1428486, 13859660, 31830219
Rust, 64, 25, 16, 5, 9.14, 79338041, 89637449, 126, 260505, 1383510, 14116871, 33898066
Rust, 64, 25, 16, 6, 8.78, 80822557, 92994028, 139, 254385, 1416666, 14319647, 32070099
Rust, 64, 25, 16, 7, 8.85, 79511039, 90552691, 119, 247422, 1417268, 13605297, 33213548
Rust, 64, 25, 16, 8, 9.10, 79578893, 87213157, 119, 250416, 1433262, 14274688, 31910185
Rust, 64, 25, 32, 1, 17.79, 84315636, 102061157, 273, 341371, 1469307, 17937256, 37105945
Rust, 64, 25, 32, 2, 17.51, 84631591, 111609324, 283, 321795, 1502582, 17736459, 36857346
Rust, 64, 25, 32, 3, 18.37, 84921057, 100419419, 255, 346283, 1461137, 19196833, 35869335
Rust, 64, 25, 32, 4, 18.97, 87050667, 102477210, 269, 335272, 1498961, 17775952, 36874691
Rust, 64, 25, 32, 5, 19.09, 84617262, 103306479, 235, 325404, 1517095, 17960679, 38073715
Rust, 64, 25, 32, 6, 19.44, 85108808, 101840889, 280, 324469, 1510603, 18481378, 35796808
Rust, 64, 25, 32, 7, 16.43, 85490109, 100227579, 280, 326473, 1484943, 16816083, 35830069
Rust, 64, 25, 32, 8, 18.94, 84681161, 108394304, 299, 339708, 1497072, 18248898, 37886267
Rust, 64, 50, 1, 1, .03, 75948776, 79725876, 5, 180943, 1380028, 10969101, 28319138
Rust, 64, 50, 1, 2, .03, 76020949, 79647181, 3, 182108, 1374178, 11781960, 28567297
Rust, 64, 50, 1, 3, .03, 75990952, 79836526, 3, 181257, 1388616, 11254682, 28549735
Rust, 64, 50, 1, 4, .03, 75901704, 79435044, 3, 179983, 1389156, 11394419, 28142343
Rust, 64, 50, 1, 5, .03, 75916300, 78392227, 4, 180361, 1361451, 11151108, 28691447
Rust, 64, 50, 1, 6, .03, 75995678, 79253436, 3, 180894, 1360078, 11577075, 28187286
Rust, 64, 50, 1, 7, .03, 75986012, 79834534, 3, 178719, 1342045, 11387396, 28181116
Rust, 64, 50, 1, 8, .03, 76008713, 79642729, 3, 179073, 1380462, 11363611, 28633938
Rust, 64, 50, 2, 1, .40, 76286875, 80483974, 6, 186634, 1386184, 11749928, 28569627
Rust, 64, 50, 2, 2, .40, 76137634, 79588341, 4, 187963, 1358770, 11278457, 28742870
Rust, 64, 50, 2, 3, .40, 76092642, 79478481, 6, 187719, 1380676, 12285605, 28506819
Rust, 64, 50, 2, 4, .39, 76137487, 79535758, 4, 186540, 1395143, 11569475, 28951867
Rust, 64, 50, 2, 5, .40, 76113238, 79638600, 7, 187774, 1400559, 11584729, 28795304
Rust, 64, 50, 2, 6, .40, 76164683, 80183771, 5, 187010, 1380692, 11443667, 28755934
Rust, 64, 50, 2, 7, .39, 76307606, 80153743, 5, 186682, 1375621, 11518082, 28528729
Rust, 64, 50, 2, 8, .40, 76168744, 80148852, 5, 186182, 1413200, 11348744, 28647982
Rust, 64, 50, 4, 1, 2.25, 76751717, 81309561, 16, 200387, 1385010, 11638576, 29521968
Rust, 64, 50, 4, 2, 2.21, 76810311, 81506569, 17, 200740, 1404618, 11734769, 29188063
Rust, 64, 50, 4, 3, 1.97, 76845443, 81023178, 17, 198455, 1381428, 11783290, 29288267
Rust, 64, 50, 4, 4, 2.26, 76740288, 81369543, 16, 199126, 1378003, 11733548, 29680591
Rust, 64, 50, 4, 5, 2.17, 76691308, 81667815, 13, 200112, 1374874, 11851895, 29333385
Rust, 64, 50, 4, 6, 1.99, 76868502, 80927734, 19, 200249, 1362264, 11868334, 29645663
Rust, 64, 50, 4, 7, 2.23, 76913076, 81061014, 14, 198372, 1341684, 11632334, 28879383
Rust, 64, 50, 4, 8, 2.29, 76955778, 82414185, 19, 196565, 1358324, 11758300, 29081619
Rust, 64, 50, 8, 1, 4.56, 77462304, 84663540, 53, 220645, 1398514, 12230437, 30255350
Rust, 64, 50, 8, 2, 4.52, 77702009, 84038935, 52, 224275, 1389752, 13188336, 29948078
Rust, 64, 50, 8, 3, 4.54, 77577432, 83393609, 51, 220635, 1401195, 12495942, 30264397
Rust, 64, 50, 8, 4, 4.32, 77642354, 84849467, 53, 218575, 1403994, 12116746, 30058492
Rust, 64, 50, 8, 5, 5.04, 77626775, 83854420, 59, 222422, 1385358, 12370949, 30112508
Rust, 64, 50, 8, 6, 4.99, 77534798, 84335269, 53, 219604, 1395781, 12450530, 30592951
Rust, 64, 50, 8, 7, 4.78, 77887544, 84921829, 48, 221193, 1417928, 13083512, 30175274
Rust, 64, 50, 8, 8, 4.96, 77632645, 83839262, 54, 217574, 1391725, 12410926, 30514556
Rust, 64, 50, 16, 1, 9.12, 79863466, 89461523, 115, 262613, 1453002, 14519129, 32073604
Rust, 64, 50, 16, 2, 10.25, 80274911, 89575213, 114, 273485, 1451658, 14350659, 31901209
Rust, 64, 50, 16, 3, 9.54, 79599179, 88628051, 118, 255007, 1386361, 13538051, 33238036
Rust, 64, 50, 16, 4, 10.15, 80466763, 89777915, 119, 253632, 1428945, 14322337, 32398811
Rust, 64, 50, 16, 5, 9.57, 79938799, 88428963, 117, 257633, 1447452, 13876779, 32084073
Rust, 64, 50, 16, 6, 9.31, 80015075, 89101330, 134, 256323, 1415371, 14217880, 32297286
Rust, 64, 50, 16, 7, 9.55, 79134042, 89671916, 132, 262113, 1397416, 13819231, 30795551
Rust, 64, 50, 16, 8, 10.15, 80578624, 89132647, 125, 270624, 1436511, 13721544, 32261614
Rust, 64, 50, 32, 1, 17.57, 86825517, 101450367, 268, 340064, 1480446, 17415295, 36678959
Rust, 64, 50, 32, 2, 18.69, 81675356, 102168549, 294, 335629, 1497171, 19524173, 37297066
Rust, 64, 50, 32, 3, 18.77, 83884156, 105340716, 287, 331064, 1501905, 16897601, 35381546
Rust, 64, 50, 32, 4, 18.04, 84345086, 101127286, 256, 327320, 1490583, 17434029, 35942814
Rust, 64, 50, 32, 5, 17.37, 84518251, 102326613, 260, 326282, 1489751, 18781363, 36660346
Rust, 64, 50, 32, 6, 18.29, 85292031, 99749756, 280, 330083, 1488449, 18027718, 37107458
Rust, 64, 50, 32, 7, 17.87, 85820670, 111232357, 258, 322729, 1515347, 18163023, 35725079
Rust, 64, 50, 32, 8, 18.37, 85804400, 104381350, 261, 344754, 1469386, 17683211, 35710078
Rust, 64, 75, 1, 1, .03, 75974233, 79164459, 3, 181044, 1365709, 11735249, 28339783
Rust, 64, 75, 1, 2, .03, 76054883, 79427446, 4, 179780, 1375826, 11308891, 28621785
Rust, 64, 75, 1, 3, .03, 75986225, 79008189, 4, 178423, 1382680, 11115223, 27946457
Rust, 64, 75, 1, 4, .03, 75993029, 78661807, 4, 180137, 1360412, 11869470, 28425209
Rust, 64, 75, 1, 5, .03, 75959045, 79112850, 3, 180432, 1380550, 11066462, 28584078
Rust, 64, 75, 1, 6, .03, 75971998, 79196274, 3, 180346, 1342504, 11555123, 29034005
Rust, 64, 75, 1, 7, .03, 75890773, 79540465, 3, 181185, 1376837, 11370224, 28538168
Rust, 64, 75, 1, 8, .03, 75986522, 79754963, 3, 180831, 1365660, 11151820, 28432501
Rust, 64, 75, 2, 1, .39, 76093892, 79808441, 5, 186973, 1368696, 11430241, 28599697
Rust, 64, 75, 2, 2, .40, 76283907, 80750894, 6, 187300, 1347342, 12210713, 28329119
Rust, 64, 75, 2, 3, .43, 76219159, 80141896, 5, 187193, 1348328, 12328946, 28157297
Rust, 64, 75, 2, 4, .39, 76147001, 80713460, 4, 188571, 1333821, 12130777, 28459722
Rust, 64, 75, 2, 5, .41, 76196807, 80514359, 4, 187214, 1366941, 11506858, 28544539
Rust, 64, 75, 2, 6, .40, 76274476, 79865920, 5, 186983, 1399806, 11447206, 28753693
Rust, 64, 75, 2, 7, .39, 76161854, 80684731, 4, 188004, 1377221, 11336321, 29050992
Rust, 64, 75, 2, 8, .40, 76133666, 80927723, 5, 187148, 1372191, 11289491, 28835771
Rust, 64, 75, 4, 1, 2.17, 76530362, 81143975, 18, 199447, 1399369, 11675016, 29037300
Rust, 64, 75, 4, 2, 2.21, 76701702, 81312524, 18, 202322, 1372631, 12268919, 29103761
Rust, 64, 75, 4, 3, 2.22, 76883938, 81099477, 16, 200174, 1389544, 11679275, 28940163
Rust, 64, 75, 4, 4, 2.14, 76802698, 81027007, 14, 202907, 1401091, 11692734, 29080107
Rust, 64, 75, 4, 5, 2.28, 76914079, 82089947, 15, 197548, 1390659, 11715434, 29384436
Rust, 64, 75, 4, 6, 2.21, 76844460, 81291102, 15, 201666, 1367642, 11737751, 29459952
Rust, 64, 75, 4, 7, 2.27, 76823129, 81110886, 18, 200365, 1381018, 11801438, 29148331
Rust, 64, 75, 4, 8, 2.27, 76739815, 80880966, 16, 197240, 1378087, 11549747, 29647221
Rust, 64, 75, 8, 1, 5.30, 77522061, 84492639, 54, 219807, 1378134, 12565502, 29790394
Rust, 64, 75, 8, 2, 4.80, 77528997, 85011896, 52, 220729, 1389839, 12498977, 30452501
Rust, 64, 75, 8, 3, 4.53, 77631513, 82956420, 52, 217415, 1406827, 12476005, 29895372
Rust, 64, 75, 8, 4, 4.26, 77608146, 83701461, 45, 221383, 1395190, 12471957, 30387284
Rust, 64, 75, 8, 5, 4.28, 77815054, 83688389, 55, 221389, 1391854, 12236563, 30476776
Rust, 64, 75, 8, 6, 5.03, 77530239, 83093784, 54, 222407, 1390401, 12483004, 30879654
Rust, 64, 75, 8, 7, 5.11, 77777174, 84058149, 59, 223063, 1408677, 12435210, 30350352
Rust, 64, 75, 8, 8, 4.41, 78158226, 84631276, 53, 221452, 1443640, 12632553, 30177326
Rust, 64, 75, 16, 1, 9.39, 79565117, 88006199, 114, 264295, 1436328, 14023322, 31849397
Rust, 64, 75, 16, 2, 10.27, 79384646, 88677664, 134, 263998, 1467440, 14214815, 32373967
Rust, 64, 75, 16, 3, 9.99, 79823604, 89805081, 130, 263837, 1428329, 14236911, 32238950
Rust, 64, 75, 16, 4, 9.42, 80037430, 89967473, 129, 258743, 1414924, 13443867, 31824347
Rust, 64, 75, 16, 5, 9.20, 79249413, 88463572, 100, 253125, 1417701, 13897518, 31499932
Rust, 64, 75, 16, 6, 9.92, 79434327, 89975335, 134, 255678, 1435541, 13880052, 32273596
Rust, 64, 75, 16, 7, 9.46, 79933940, 90197790, 120, 245145, 1422243, 14876840, 31983812
Rust, 64, 75, 16, 8, 10.01, 79586195, 90156214, 127, 245881, 1424674, 13997388, 32765110
Rust, 64, 75, 32, 1, 17.76, 84088621, 104453318, 286, 373501, 1496921, 16620124, 36698884
Rust, 64, 75, 32, 2, 18.72, 86039290, 98300027, 268, 358305, 1497438, 17633153, 35954274
Rust, 64, 75, 32, 3, 20.21, 84385833, 103776253, 239, 336652, 1494710, 18123095, 37239957
Rust, 64, 75, 32, 4, 17.99, 84997015, 107097896, 267, 332543, 1484024, 19922758, 36408960
Rust, 64, 75, 32, 5, 18.18, 85434026, 106394628, 276, 344285, 1505305, 16661637, 36920120
Rust, 64, 75, 32, 6, 19.03, 82814665, 103853777, 277, 330590, 1522448, 18974205, 36883315
Rust, 64, 75, 32, 7, 17.91, 83211159, 107495567, 288, 334865, 1476005, 18602649, 35514058
Rust, 64, 75, 32, 8, 18.06, 88088335, 108214691, 258, 355162, 1496104, 18305719, 37823732
Rust, 64, 100, 1, 1, .03, 75983859, 79484432, 4, 180716, 1341373, 11321945, 28570932
Rust, 64, 100, 1, 2, .03, 75905764, 79206937, 5, 177823, 1391345, 11494449, 28426862
Rust, 64, 100, 1, 3, .03, 75919119, 79004552, 3, 180613, 1360305, 11163159, 28435210
Rust, 64, 100, 1, 4, .03, 75893208, 78808904, 3, 182645, 1370716, 11166901, 28224112
Rust, 64, 100, 1, 5, .03, 75969181, 78834860, 3, 179029, 1368341, 11167181, 28843643
Rust, 64, 100, 1, 6, .03, 75976809, 79952383, 3, 179571, 1362302, 11501643, 28531479
Rust, 64, 100, 1, 7, .03, 76077559, 79412509, 3, 180160, 1367080, 11353469, 28797042
Rust, 64, 100, 1, 8, .03, 75946585, 79383443, 3, 180274, 1370243, 11093710, 28682142
Rust, 64, 100, 2, 1, .39, 76188955, 79742097, 5, 187669, 1415220, 11704445, 28659580
Rust, 64, 100, 2, 2, .40, 76111778, 79793988, 4, 187952, 1399933, 11339514, 28628561
Rust, 64, 100, 2, 3, .40, 76251197, 79480334, 5, 187371, 1385052, 11402362, 28750252
Rust, 64, 100, 2, 4, .39, 76179658, 80257595, 4, 187196, 1376863, 11453034, 28703337
Rust, 64, 100, 2, 5, .40, 76171560, 80513457, 4, 187152, 1399758, 11456246, 28543854
Rust, 64, 100, 2, 6, .40, 76173643, 79188942, 6, 185110, 1394998, 11576014, 28952700
Rust, 64, 100, 2, 7, .39, 76158795, 79755400, 5, 186691, 1400585, 11956913, 28721315
Rust, 64, 100, 2, 8, .40, 76184247, 80176379, 5, 185903, 1391478, 11844117, 28700349
Rust, 64, 100, 4, 1, 2.23, 76583940, 81347668, 11, 200811, 1391071, 11879294, 29148720
Rust, 64, 100, 4, 2, 2.02, 76857994, 81082892, 16, 198761, 1389175, 11727250, 29362132
Rust, 64, 100, 4, 3, 2.27, 76928454, 80886845, 18, 199656, 1366767, 11783741, 29527517
Rust, 64, 100, 4, 4, 2.23, 76819049, 81931359, 19, 199187, 1393334, 11825703, 28895011
Rust, 64, 100, 4, 5, 2.22, 76838756, 80462456, 17, 199560, 1372140, 11733087, 29195392
Rust, 64, 100, 4, 6, 2.25, 76698980, 82710032, 18, 199358, 1404528, 11769479, 29308696
Rust, 64, 100, 4, 7, 2.32, 76922810, 81603105, 20, 198350, 1382045, 12323022, 29473858
Rust, 64, 100, 4, 8, 1.77, 76639097, 83810837, 15, 195332, 1377090, 11908192, 29102993
Rust, 64, 100, 8, 1, 5.13, 77508571, 83744098, 54, 220235, 1391865, 12442791, 30153126
Rust, 64, 100, 8, 2, 4.78, 77618707, 83311817, 58, 222632, 1372413, 12119800, 30005835
Rust, 64, 100, 8, 3, 4.74, 77538069, 84279599, 55, 223691, 1381810, 12495277, 30467397
Rust, 64, 100, 8, 4, 4.35, 77778877, 84637859, 41, 218378, 1393914, 12372679, 30480854
Rust, 64, 100, 8, 5, 4.81, 77450087, 83659803, 54, 218366, 1385672, 12410730, 29890462
Rust, 64, 100, 8, 6, 5.40, 77966150, 84442732, 54, 219755, 1407524, 12107855, 30406458
Rust, 64, 100, 8, 7, 4.86, 77509744, 83274835, 53, 222528, 1397536, 13296660, 30929629
Rust, 64, 100, 8, 8, 4.68, 77828010, 83879024, 52, 219927, 1402315, 12649352, 30103254
Rust, 64, 100, 16, 1, 9.89, 79109810, 88025263, 123, 269535, 1430659, 13464247, 32541897
Rust, 64, 100, 16, 2, 8.88, 78890163, 90762373, 116, 255279, 1426918, 13833857, 32606710
Rust, 64, 100, 16, 3, 9.58, 80783687, 89148149, 115, 258932, 1427455, 14402364, 31916966
Rust, 64, 100, 16, 4, 7.99, 80025289, 93806184, 127, 253474, 1397388, 14102635, 39186327
