project, size, inversion-ratio, thr  eads, run, time, instructions, cycles, context-switches, cache-misses, L1-dcache-load-misses, stalled-cycles-frontend, stalled-cycles-backend
C, 4194304, 75, 2, 8, 641.65, 6679842136, 3767986340, 30, 2048705, 8778139, 109203197, 706174087
C, 4194304, 75, 4, 1, 365.35, 6695718991, 3707460632, 50, 2314202, 8755781, 98250319, 708699518
C, 4194304, 75, 4, 2, 346.68, 6725466273, 3747433015, 23, 2315242, 8238285, 102653760, 714542859
C, 4194304, 75, 4, 3, 347.18, 6685811334, 3774031811, 24, 1778874, 8662908, 106549927, 763389702
C, 4194304, 75, 4, 4, 371.22, 6721958613, 3759084822, 66, 2175711, 7940702, 105081001, 712690881
C, 4194304, 75, 4, 5, 363.65, 6703467370, 3781552913, 55, 2303679, 11929530, 102108930, 740040327
C, 4194304, 75, 4, 6, 366.64, 6690860499, 3740697912, 53, 1930986, 9151716, 102123918, 725543119
C, 4194304, 75, 4, 7, 345.94, 6708224599, 3738224523, 22, 1747188, 8204821, 101262867, 712843945
C, 4194304, 75, 4, 8, 366.73, 6700119022, 3763078157, 66, 2004961, 9719230, 107115220, 725712642
C, 4194304, 75, 8, 1, 243.68, 6713688824, 3775794221, 178, 1795908, 9248005, 110830882, 711080090
C, 4194304, 75, 8, 2, 246.44, 6722190559, 3818596098, 176, 1627027, 10093134, 118574942, 799067716
C, 4194304, 75, 8, 3, 243.41, 6729391924, 3826062470, 150, 2015565, 8144675, 104691002, 761561419
C, 4194304, 75, 8, 4, 243.49, 6760096043, 3791710694, 144, 2284163, 8390331, 102830733, 740058078
C, 4194304, 75, 8, 5, 245.76, 6762739197, 3838148011, 204, 2592462, 10753329, 117228594, 776266592
C, 4194304, 75, 8, 6, 246.82, 6682588473, 3854312873, 200, 1451532, 12538019, 117661736, 810363135
C, 4194304, 75, 8, 7, 241.26, 6725455617, 3809785696, 155, 1788523, 9093629, 114906201, 765602002
C, 4194304, 75, 8, 8, 218.90, 6702386289, 3823372081, 107, 2119390, 12584699, 118853033, 728596741
C, 4194304, 75, 16, 1, 180.94, 6687597201, 3864348091, 224, 1954823, 11425245, 117983083, 750970269
C, 4194304, 75, 16, 2, 196.21, 6713677452, 3905591169, 298, 1758706, 10019767, 116640007, 801944166
C, 4194304, 75, 16, 3, 187.64, 6677766695, 3847677415, 367, 1467093, 10154417, 108517404, 820498655
C, 4194304, 75, 16, 4, 199.31, 6766844581, 3884708449, 259, 2895714, 9543325, 117595485, 686502715
C, 4194304, 75, 16, 5, 184.82, 6786271308, 3814743757, 362, 2474880, 9266014, 116750476, 711493150
C, 4194304, 75, 16, 6, 157.66, 6741639602, 3789892542, 273, 2193377, 9615045, 118176960, 733749860
C, 4194304, 75, 16, 7, 198.96, 6695329586, 4007099481, 280, 1742525, 16523575, 112468079, 872918440
C, 4194304, 75, 16, 8, 204.37, 6682750557, 4065425646, 273, 1809542, 9036583, 110185573, 675287187
C, 4194304, 75, 32, 1, 187.64, 6723430643, 4536208122, 910, 2722083, 13838420, 174340689, 657449495
C, 4194304, 75, 32, 2, 184.67, 6807052990, 4450821965, 943, 2530438, 10333367, 140037257, 653954678
C, 4194304, 75, 32, 3, 188.69, 6798816969, 4559622198, 880, 3409406, 11425808, 156319002, 618462333
C, 4194304, 75, 32, 4, 212.42, 6767991579, 4395953265, 1344, 3230089, 10178752, 154106439, 664527594
C, 4194304, 75, 32, 5, 221.52, 6856327180, 4448033615, 1720, 3412778, 10837724, 169128525, 679631158
C, 4194304, 75, 32, 6, 192.34, 6708908432, 4496729591, 1188, 2372501, 9565729, 160491104, 621790165
C, 4194304, 75, 32, 7, 185.94, 6744548983, 4446632593, 883, 2424735, 9313708, 168058405, 620528516
C, 4194304, 75, 32, 8, 183.17, 6746272941, 4510286958, 947, 2556472, 12755437, 161114658, 706367264
C, 4194304, 100, 1, 1, 1015.38, 6347184039, 3443146036, 4, 1874317, 8255378, 65702501, 647207318
C, 4194304, 100, 1, 2, 1024.74, 6369503829, 3485153665, 3, 2445854, 9171184, 72048816, 642440995
C, 4194304, 100, 1, 3, 1030.09, 6370574076, 3476169432, 4, 2216251, 8512439, 67359610, 681952989
C, 4194304, 100, 1, 4, 1021.61, 6364689348, 3474658287, 5, 2001193, 9163593, 66835640, 675269079
C, 4194304, 100, 1, 5, 796.08, 6367326492, 3491953365, 3, 2024978, 8397514, 74104757, 703020062
C, 4194304, 100, 1, 6, 1014.22, 6378486688, 3462590884, 4, 2331453, 8740622, 71740787, 655225230
C, 4194304, 100, 1, 7, 1030.41, 6361930105, 3493420585, 4, 2134443, 8610738, 70922323, 695830525
C, 4194304, 100, 1, 8, 1028.54, 6374944990, 3542356503, 3, 2390456, 12229565, 73004153, 732542409
C, 4194304, 100, 2, 1, 558.18, 6410172277, 3680550375, 27, 2537746, 12419771, 80434769, 852003340
C, 4194304, 100, 2, 2, 549.93, 6390932380, 3527181869, 21, 2131558, 8105231, 70396262, 698828541
C, 4194304, 100, 2, 3, 544.61, 6381217960, 3506514137, 29, 1525848, 8892917, 69529547, 724657800
C, 4194304, 100, 2, 4, 552.27, 6383511638, 3516934724, 18, 1942322, 10238465, 72568743, 723672973
C, 4194304, 100, 2, 5, 548.56, 6391129465, 3509003154, 23, 2327683, 9982187, 70185621, 703652272
C, 4194304, 100, 2, 6, 550.38, 6390712022, 3551160410, 30, 1750593, 11315939, 69102773, 729284359
C, 4194304, 100, 2, 7, 551.53, 6390256334, 3584451284, 12, 1906154, 9742736, 90795219, 693955198
C, 4194304, 100, 2, 8, 431.76, 6369609981, 3579944125, 20, 2235231, 11507186, 69128999, 746731838
C, 4194304, 100, 4, 1, 319.86, 6399642233, 3620161841, 87, 1749466, 10706821, 77620113, 796129999
C, 4194304, 100, 4, 2, 311.78, 6401061411, 3509338549, 68, 2179389, 9353094, 73880305, 745089543
C, 4194304, 100, 4, 3, 315.31, 6391903975, 3556298161, 82, 1876422, 8713662, 71350190, 728394847
C, 4194304, 100, 4, 4, 313.61, 6393540907, 3528070636, 84, 1563823, 8610904, 83003690, 692535198
C, 4194304, 100, 4, 5, 293.99, 6386205467, 3552941508, 36, 1380254, 9412705, 73973864, 766888821
C, 4194304, 100, 4, 6, 314.67, 6398707732, 3555950639, 65, 2266667, 9203717, 79234256, 744416421
C, 4194304, 100, 4, 7, 313.91, 6405804789, 3485369814, 87, 1801647, 9719464, 75117772, 696378997
C, 4194304, 100, 4, 8, 322.03, 6379168244, 3806967769, 73, 1711820, 29829904, 83209668, 1032352662
C, 4194304, 100, 8, 1, 202.79, 6482824911, 3618259004, 123, 2740196, 13611305, 85740359, 793956740
C, 4194304, 100, 8, 2, 201.08, 6445351516, 3571365532, 123, 2606083, 11870882, 75256565, 737243766
C, 4194304, 100, 8, 3, 203.01, 6407591663, 3536468258, 125, 1664496, 10230900, 80130737, 722938590
C, 4194304, 100, 8, 4, 206.72, 6417461233, 3610103338, 124, 1813641, 9133622, 126145199, 723694668
C, 4194304, 100, 8, 5, 203.06, 6445236400, 3576926312, 122, 2371676, 9102626, 74679758, 730347525
C, 4194304, 100, 8, 6, 200.59, 6406623374, 3568174554, 133, 1618714, 9277586, 71804536, 731830012
C, 4194304, 100, 8, 7, 181.34, 6448148193, 3542834583, 92, 2869529, 9511888, 74795228, 705032195
C, 4194304, 100, 8, 8, 207.61, 6435244406, 3614973848, 149, 1679426, 12307960, 81222649, 774206267
C, 4194304, 100, 16, 1, 156.18, 6454031928, 3623756795, 296, 1903417, 10067678, 89209728, 787462129
C, 4194304, 100, 16, 2, 153.69, 6429086206, 3619360193, 322, 1819157, 9481330, 89701277, 796135409
C, 4194304, 100, 16, 3, 163.24, 6473803256, 3753299895, 228, 2749684, 10262846, 79546405, 807194403
C, 4194304, 100, 16, 4, 163.76, 6463934906, 3654815027, 274, 2324824, 11749140, 86872767, 730529573
C, 4194304, 100, 16, 5, 167.23, 6471289051, 3653859040, 273, 2576030, 12083922, 87161553, 705074308
C, 4194304, 100, 16, 6, 166.54, 6450726841, 3681426501, 282, 2846545, 14435084, 88512560, 752909138
C, 4194304, 100, 16, 7, 154.03, 6449147543, 3693951233, 315, 1851011, 12322755, 87881547, 843333925
C, 4194304, 100, 16, 8, 153.02, 6468815587, 3632868979, 308, 2894472, 15117802, 89497949, 750005658
C, 4194304, 100, 32, 1, 154.99, 6448469677, 4336100704, 912, 3911541, 30689413, 104013906, 734768732
C, 4194304, 100, 32, 2, 164.92, 6475119394, 4284169474, 1157, 2652151, 10032685, 147642299, 677446118
C, 4194304, 100, 32, 3, 150.59, 6535381476, 4206121720, 1022, 2933273, 17716292, 123911936, 671474600
C, 4194304, 100, 32, 4, 171.61, 6448540473, 4136469371, 1541, 3853985, 11521259, 121630811, 628766968
C, 4194304, 100, 32, 5, 186.15, 6507241492, 4153670692, 1264, 2807168, 10456397, 117477676, 702762451
C, 4194304, 100, 32, 6, 151.43, 6450712568, 4199467953, 831, 3007890, 13538039, 112332025, 687594121
C, 4194304, 100, 32, 7, 151.28, 6383254103, 4240844572, 772, 2695272, 11855802, 115189474, 707236143
C, 4194304, 100, 32, 8, 162.82, 6440945891, 4140802409, 959, 3634980, 10243023, 100113326, 580700731
Java, 64, 0, 1, 1, 4.08, 202811058, 378782996, 244, 1357482, 7144378, 101050829, 127776178
Java, 64, 0, 1, 2, 4.10, 203148725, 388210936, 240, 1287000, 7118781, 100336315, 128610640
Java, 64, 0, 1, 3, 4.07, 204385138, 382487607, 263, 1195823, 7179384, 100068816, 132787739
Java, 64, 0, 1, 4, 4.04, 204097061, 387758027, 220, 1311220, 7232916, 93021480, 132462030
Java, 64, 0, 1, 5, 4.25, 202713904, 399038163, 233, 1322555, 7155251, 91365119, 126706040
Java, 64, 0, 1, 6, 4.25, 202329983, 391616509, 252, 1291512, 7169704, 109008122, 106116554
Java, 64, 0, 1, 7, 4.17, 203049154, 389880889, 255, 1345937, 7192812, 95861902, 135212510
Java, 64, 0, 1, 8, 4.11, 203819872, 388821457, 265, 1325459, 7149231, 95941585, 134254525
Java, 64, 0, 2, 1, 4.80, 203674857, 403991791, 268, 1324396, 7184826, 97665419, 130274221
Java, 64, 0, 2, 2, 4.96, 203316786, 396523113, 263, 1303299, 7128446, 104111247, 131127825
Java, 64, 0, 2, 3, 3.66, 203991449, 413206235, 237, 1246018, 7393658, 107745353, 124402639
Java, 64, 0, 2, 4, 4.78, 204418713, 386651196, 228, 1329838, 7185393, 97734815, 115357436
Java, 64, 0, 2, 5, 4.76, 203262389, 391917225, 240, 1247369, 7166781, 95789510, 131541470
Java, 64, 0, 2, 6, 4.98, 202651248, 379030514, 264, 1255457, 7206054, 102579200, 128455534
Java, 64, 0, 2, 7, 4.81, 205369284, 384795674, 227, 1314141, 7191430, 104892881, 129111641
Java, 64, 0, 2, 8, 4.83, 202742041, 394898521, 263, 1322381, 7229199, 106894766, 125390311
Java, 64, 0, 4, 1, 5.98, 205518430, 397370669, 288, 1331217, 7246760, 102686091, 137375296
Java, 64, 0, 4, 2, 5.74, 206652109, 404807995, 283, 1348836, 7253364, 100783369, 152035024
Java, 64, 0, 4, 3, 5.74, 206597824, 425492026, 294, 1324602, 7234019, 102636670, 131792132
Java, 64, 0, 4, 4, 6.05, 204299102, 385942674, 275, 1349529, 7178058, 105563410, 103187445
Java, 64, 0, 4, 5, 6.01, 205067830, 406834733, 276, 1349543, 7301237, 103958227, 124196327
Java, 64, 0, 4, 6, 5.97, 207216999, 397135205, 264, 1364633, 7257726, 99127050, 132752813
Java, 64, 0, 4, 7, 5.33, 206930444, 395046068, 292, 1212402, 6997917, 102051176, 142813379
Java, 64, 0, 4, 8, 6.11, 205428975, 395851864, 278, 1327653, 7266670, 98875687, 127774259
Java, 64, 0, 8, 1, 9.33, 208422465, 394973812, 376, 1362513, 7277640, 108679521, 134657410
Java, 64, 0, 8, 2, 9.59, 210257891, 398754079, 357, 1403383, 7320901, 111440046, 135469366
Java, 64, 0, 8, 3, 9.29, 209627355, 410972749, 349, 1357330, 7319040, 100434108, 137258308
Java, 64, 0, 8, 4, 9.40, 211247355, 406633736, 356, 1375768, 7330503, 99370322, 136779203
Java, 64, 0, 8, 5, 9.54, 208832317, 404226106, 351, 1387905, 7355288, 102607401, 133094974
Java, 64, 0, 8, 6, 9.35, 209421317, 403499006, 344, 1417754, 7305488, 96259898, 137704661
Java, 64, 0, 8, 7, 9.53, 209687275, 409110902, 334, 1437121, 7331261, 102586213, 136397779
Java, 64, 0, 8, 8, 9.32, 210570316, 397753845, 355, 1381194, 7411071, 95444944, 136988612
Java, 64, 0, 16, 1, 15.99, 213748837, 411911497, 424, 1561510, 7476766, 112558988, 126341542
Java, 64, 0, 16, 2, 15.70, 213920508, 405653270, 443, 1569550, 7409348, 104422390, 145086782
Java, 64, 0, 16, 3, 15.94, 214425845, 427443228, 460, 1538039, 7352687, 105098299, 143271119
Java, 64, 0, 16, 4, 16.15, 213486850, 415175245, 430, 1508023, 7407843, 106802312, 132814235
Java, 64, 0, 16, 5, 15.92, 214971631, 420096713, 466, 1527585, 7514403, 118439380, 145128009
Java, 64, 0, 16, 6, 16.11, 213887558, 413502055, 449, 1447393, 7406372, 116754202, 138049611
Java, 64, 0, 16, 7, 15.59, 215228129, 418654285, 447, 1544863, 7389085, 102977589, 143838719
Java, 64, 0, 16, 8, 16.01, 216698464, 418587881, 466, 1488101, 7412221, 102652874, 119087681
Java, 64, 0, 32, 1, 28.66, 225545512, 435568154, 584, 1667698, 7661039, 119645050, 145706947
Java, 64, 0, 32, 2, 27.73, 222991680, 429023935, 625, 1671360, 7599367, 117884718, 131821424
Java, 64, 0, 32, 3, 26.87, 223152843, 461889550, 608, 1724480, 7560764, 109060012, 133467797
Java, 64, 0, 32, 4, 26.25, 223078534, 443209839, 648, 1607268, 7490978, 113555361, 145113345
Java, 64, 0, 32, 5, 29.98, 221483110, 443719173, 611, 1705314, 7568552, 115189210, 153381585
Java, 64, 0, 32, 6, 27.55, 220112794, 433288266, 609, 1712218, 7510781, 113252938, 146508277
Java, 64, 0, 32, 7, 28.10, 222627056, 430142901, 600, 1751430, 7557105, 108897019, 150787043
Java, 64, 0, 32, 8, 28.46, 223181886, 425568059, 642, 1716574, 7531604, 114339369, 147904662
Java, 64, 25, 1, 1, 4.11, 199210597, 382304763, 254, 1255568, 7205483, 96554944, 133053502
Java, 64, 25, 1, 2, 4.10, 203794082, 390778132, 249, 1353260, 7174937, 92643682, 130875686
Java, 64, 25, 1, 3, 4.14, 202823778, 385269462, 227, 1366553, 7166955, 102301360, 119549348
Java, 64, 25, 1, 4, 4.12, 203390783, 382636837, 230, 1326224, 7171384, 91870716, 131331840
Java, 64, 25, 1, 5, 4.21, 204713612, 376823307, 220, 1307850, 7187696, 98399851, 126034189
Java, 64, 25, 1, 6, 4.17, 203327928, 401502100, 269, 1195752, 7171947, 98477935, 123055974
Java, 64, 25, 1, 7, 4.17, 203941291, 380215270, 214, 1300167, 7175422, 102620651, 117751095
Java, 64, 25, 1, 8, 4.07, 202773768, 373067894, 245, 1347099, 7172988, 95590741, 133172394
Java, 64, 25, 2, 1, 4.78, 205040059, 387571883, 229, 1303904, 7196502, 96444967, 135527962
Java, 64, 25, 2, 2, 4.82, 202563591, 392347086, 232, 1354183, 7229380, 92467566, 135137823
Java, 64, 25, 2, 3, 4.80, 205521762, 379985549, 270, 1366986, 7223297, 107818271, 122427648
Java, 64, 25, 2, 4, 4.87, 204000255, 385101937, 264, 1289593, 7133100, 96727764, 116763680
Java, 64, 25, 2, 5, 4.78, 204888947, 408802542, 267, 1332680, 7207984, 93461338, 132159081
Java, 64, 25, 2, 6, 4.88, 202889638, 381620155, 265, 1339594, 7170001, 102077613, 125853890
Java, 64, 25, 2, 7, 4.88, 204080090, 402512904, 262, 1343028, 7130624, 96863874, 129778053
Java, 64, 25, 2, 8, 4.81, 203722248, 393899319, 266, 1244215, 7153350, 103404553, 119306035
Java, 64, 25, 4, 1, 6.12, 206046083, 398618569, 292, 1298858, 7231403, 97845647, 117718185
Java, 64, 25, 4, 2, 5.97, 205318303, 386717176, 280, 1332286, 7262963, 95236201, 140300731
Java, 64, 25, 4, 3, 5.95, 206139453, 387447236, 268, 1360076, 7218253, 99290377, 119238681
Java, 64, 25, 4, 4, 5.98, 206927343, 391775725, 283, 1359348, 7243447, 103372208, 134076730
Java, 64, 25, 4, 5, 6.02, 205581029, 405953771, 277, 1327126, 7233829, 104467505, 127037715
Java, 64, 25, 4, 6, 6.19, 207466613, 399241261, 265, 1317986, 7231296, 101648087, 137053539
Java, 64, 25, 4, 7, 6.06, 206184018, 404433397, 290, 1355513, 7244015, 97068426, 125131173
Java, 64, 25, 4, 8, 6.13, 205877605, 393547909, 266, 1340353, 7302129, 100333951, 120129367
Java, 64, 25, 8, 1, 9.53, 211234061, 401363472, 354, 1359703, 7326893, 106459039, 121679753
Java, 64, 25, 8, 2, 9.08, 210313390, 403246886, 344, 1326219, 7292624, 104521949, 123580278
Java, 64, 25, 8, 3, 9.39, 210954864, 410305543, 353, 1388487, 7292556, 96921714, 134204246
Java, 64, 25, 8, 4, 9.41, 208868134, 394743700, 359, 1426132, 7356770, 101353803, 137055110
Java, 64, 25, 8, 5, 9.48, 209915507, 398352628, 338, 1333471, 7331055, 103323004, 134475258
Java, 64, 25, 8, 6, 9.27, 210279219, 390071475, 356, 1344393, 7238660, 101506923, 136209335
Java, 64, 25, 8, 7, 9.47, 209998758, 404333366, 374, 1298962, 7393160, 119307848, 136504241
Java, 64, 25, 8, 8, 9.12, 209294347, 398066352, 327, 1459239, 7300713, 103393490, 127829388
Java, 64, 25, 16, 1, 15.81, 214384435, 413413041, 435, 1452649, 7396777, 107145844, 140457973
Java, 64, 25, 16, 2, 15.66, 213274823, 420894475, 415, 1519109, 7449388, 102711365, 132920484
Java, 64, 25, 16, 3, 14.40, 215192001, 406456552, 435, 1281238, 7490822, 99709530, 138884048
Java, 64, 25, 16, 4, 16.31, 216365030, 417695692, 467, 1482612, 7423554, 112770707, 128010470
Java, 64, 25, 16, 5, 15.80, 212466496, 400678798, 449, 1528310, 7365091, 101878605, 149659750
Java, 64, 25, 16, 6, 16.38, 213781925, 410303213, 424, 1596382, 7369928, 108598557, 140271532
Java, 64, 25, 16, 7, 16.05, 214330053, 417163168, 465, 1463819, 7404136, 114174583, 139258389
Java, 64, 25, 16, 8, 16.29, 213605026, 425284547, 437, 1560257, 7337665, 111328686, 117022473
Java, 64, 25, 32, 1, 28.26, 221175491, 434502328, 610, 1614633, 7619394, 115910136, 150473614
Java, 64, 25, 32, 2, 28.03, 219429488, 443110946, 642, 1630939, 7518353, 113183903, 146348916
Java, 64, 25, 32, 3, 27.84, 220736841, 431263635, 596, 1651729, 7531377, 112781072, 126954893
Java, 64, 25, 32, 4, 27.41, 222654591, 441396884, 646, 1718624, 7644219, 111093054, 136598729
Java, 64, 25, 32, 5, 27.71, 222472360, 444799946, 605, 1710548, 7570637, 110921722, 150598623
Java, 64, 25, 32, 6, 28.08, 223580543, 429480237, 630, 1743302, 7567605, 126745054, 149569262
Java, 64, 25, 32, 7, 27.77, 221919254, 433838156, 621, 1638661, 7594963, 111842143, 145722838
Java, 64, 25, 32, 8, 27.96, 222375051, 446451931, 587, 1714227, 7598627, 107671182, 146711899
Java, 64, 50, 1, 1, 4.08, 204803151, 412515840, 251, 1343342, 7175156, 99533176, 129871168
Java, 64, 50, 1, 2, 4.14, 203694363, 389604597, 223, 1320728, 7164646, 98838742, 101533163
Java, 64, 50, 1, 3, 4.12, 203994663, 396705036, 253, 1224133, 7197796, 105689058, 130949090
Java, 64, 50, 1, 4, 4.19, 202148505, 384461336, 240, 1343058, 7197764, 98640281, 102597641
Java, 64, 50, 1, 5, 4.12, 200791652, 385718686, 212, 1243021, 7129648, 106260465, 117915739
Java, 64, 50, 1, 6, 4.15, 204386113, 394495368, 242, 1337097, 7128047, 96311117, 133667617
Java, 64, 50, 1, 7, 4.16, 202858164, 387128434, 230, 1274883, 7222958, 98160192, 129565604
Java, 64, 50, 1, 8, 4.24, 203238524, 388029295, 226, 1373371, 7223493, 103581056, 119395703
Java, 64, 50, 2, 1, 4.83, 205516548, 392835110, 264, 1297528, 7180083, 109065901, 133488248
Java, 64, 50, 2, 2, 4.86, 203298722, 390069428, 227, 1326034, 7199929, 93542105, 132904941
Java, 64, 50, 2, 3, 4.89, 204912698, 382166075, 252, 1311620, 7208897, 101076839, 118249082
Java, 64, 50, 2, 4, 4.87, 204301390, 386268548, 264, 1249599, 7197024, 92934007, 106429401
Java, 64, 50, 2, 5, 4.89, 203888235, 416732115, 239, 1321766, 7158561, 99634285, 138649262
Java, 64, 50, 2, 6, 4.82, 204130778, 402748017, 284, 1256183, 7229987, 100865291, 119171781
Java, 64, 50, 2, 7, 4.88, 204756052, 399510905, 257, 1247548, 7222265, 104395791, 108562881
Java, 64, 50, 2, 8, 4.92, 203178703, 385460477, 271, 1328777, 7162238, 97366645, 132712650
Java, 64, 50, 4, 1, 5.96, 206606245, 402354861, 276, 1326489, 7280832, 112643897, 123505445
Java, 64, 50, 4, 2, 6.32, 205675124, 389924768, 284, 1273067, 7318333, 112904327, 122934011
Java, 64, 50, 4, 3, 6.10, 204697227, 390013134, 279, 1359170, 7236660, 100502661, 136108647
Java, 64, 50, 4, 4, 6.11, 205479082, 395179712, 285, 1326034, 7316352, 111467612, 123255662
Java, 64, 50, 4, 5, 5.94, 206487277, 391378717, 278, 1336749, 7160406, 110477759, 142943954
Java, 64, 50, 4, 6, 5.90, 205455855, 391556223, 281, 1276499, 7271253, 98503600, 121889885
Java, 64, 50, 4, 7, 6.05, 206191106, 394588348, 278, 1307318, 7299271, 93790903, 106819663
Java, 64, 50, 4, 8, 4.97, 214616835, 398531256, 299, 1141867, 7143704, 100797667, 133533789
Java, 64, 50, 8, 1, 9.33, 210373725, 404337807, 325, 1342722, 7261951, 104681984, 132770192
Java, 64, 50, 8, 2, 9.39, 209538373, 395885818, 367, 1395579, 7390274, 100982998, 135112237
Java, 64, 50, 8, 3, 9.46, 210219156, 424631171, 367, 1334507, 7335698, 106992055, 140940202
Java, 64, 50, 8, 4, 9.39, 209724172, 403605464, 345, 1334388, 7383309, 97497539, 134390545
Java, 64, 50, 8, 5, 9.24, 208952864, 395010050, 357, 1336506, 7324835, 124880933, 135742900
Java, 64, 50, 8, 6, 9.54, 211387593, 396582724, 348, 1337080, 7333994, 110786655, 120696594
Java, 64, 50, 8, 7, 9.32, 210081075, 390658699, 341, 1406400, 7526809, 106125461, 143314503
Java, 64, 50, 8, 8, 9.38, 208296429, 392319191, 350, 1320149, 7304632, 104505023, 139316764
Java, 64, 50, 16, 1, 14.95, 222751980, 455394828, 444, 1548961, 7385931, 110263309, 131110642
Java, 64, 50, 16, 2, 15.75, 215593834, 420199797, 449, 1547642, 7409739, 106644269, 140934684
Java, 64, 50, 16, 3, 16.88, 213368827, 405683801, 474, 1524962, 7453028, 110727926, 139932809
Java, 64, 50, 16, 4, 16.05, 214339482, 421823673, 434, 1449398, 7411499, 108884172, 141515173
Java, 64, 50, 16, 5, 16.14, 213441766, 422370519, 434, 1513487, 7367075, 109419361, 143451332
Java, 64, 50, 16, 6, 16.14, 214650530, 410340231, 460, 1580128, 7502754, 102947104, 140774969
Java, 64, 50, 16, 7, 15.68, 214770873, 405128682, 446, 1539245, 7408640, 106176348, 138379967
Java, 64, 50, 16, 8, 15.44, 214038797, 414037949, 454, 1414961, 7416736, 109145240, 137820548
Java, 64, 50, 32, 1, 26.90, 221816911, 434795992, 602, 1740837, 7559451, 117792758, 146431435
Java, 64, 50, 32, 2, 29.20, 220686398, 436240115, 609, 1750014, 7500436, 121173443, 134383167
Java, 64, 50, 32, 3, 28.33, 222875473, 441364985, 642, 1726449, 7634959, 112938971, 149027618
Java, 64, 50, 32, 4, 27.97, 220794326, 445823667, 644, 1664930, 7553311, 114569578, 150824140
Java, 64, 50, 32, 5, 28.58, 223082970, 442434639, 625, 1732151, 7540025, 121717994, 145220867
Java, 64, 50, 32, 6, 27.70, 223232551, 440812997, 631, 1708705, 7640452, 116867265, 147741693
Java, 64, 50, 32, 7, 27.87, 220478742, 438034151, 636, 1767559, 7557767, 120039022, 147991192
Java, 64, 50, 32, 8, 27.82, 222344631, 437911483, 640, 1730299, 7583430, 113345102, 148217599
Java, 64, 75, 1, 1, 4.09, 203189242, 389332521, 255, 1291914, 7178091, 96935662, 117073276
Java, 64, 75, 1, 2, 4.13, 205265248, 389916539, 261, 1338762, 7152851, 100092899, 129561106
Java, 64, 75, 1, 3, 4.16, 204474302, 405597831, 267, 1321534, 7212779, 91772557, 119228358
Java, 64, 75, 1, 4, 4.04, 202463098, 380109024, 252, 1352848, 7215408, 93482650, 130673828
Java, 64, 75, 1, 5, 4.07, 204359437, 387479420, 263, 1228159, 7142129, 102505798, 130587015
Java, 64, 75, 1, 6, 4.10, 203065206, 397965775, 220, 1229117, 7187457, 107518909, 132131032
Java, 64, 75, 1, 7, 4.10, 204703579, 378233106, 258, 1322071, 7148718, 102417134, 128542528
Java, 64, 75, 1, 8, 4.11, 202765822, 379980349, 266, 1352062, 7167960, 101658398, 138575762
Java, 64, 75, 2, 1, 4.78, 205152753, 387709033, 252, 1276555, 7201063, 93360056, 119529238
Java, 64, 75, 2, 2, 4.84, 203001158, 400157617, 221, 1303443, 7238445, 100824147, 136925831
Java, 64, 75, 2, 3, 4.83, 203476122, 397760737, 267, 1306257, 7232162, 105336156, 103076840
Java, 64, 75, 2, 4, 4.95, 205296447, 390464040, 257, 1333176, 7310336, 98212086, 132069607
Java, 64, 75, 2, 5, 4.93, 203164625, 403074546, 269, 1316542, 7247956, 106182508, 99179599
Java, 64, 75, 2, 6, 4.86, 204412380, 388201826, 251, 1361817, 7194095, 96632470, 116173311
Java, 64, 75, 2, 7, 3.70, 205014183, 399982832, 246, 1183053, 7215824, 119037847, 144294249
Java, 64, 75, 2, 8, 4.82, 203940991, 394573322, 264, 1297770, 7149223, 102584323, 133237177
Java, 64, 75, 4, 1, 5.44, 206540520, 397749291, 285, 1242899, 6943858, 100492248, 122698888
Java, 64, 75, 4, 2, 6.11, 206213361, 401714864, 263, 1332479, 7296091, 108078605, 124088540
Java, 64, 75, 4, 3, 6.07, 206555569, 390049083, 274, 1329647, 7364041, 102320151, 138690153
Java, 64, 75, 4, 4, 6.21, 206084969, 389610691, 260, 1338729, 7316307, 118994104, 138699114
Java, 64, 75, 4, 5, 6.07, 205812353, 383586414, 272, 1289206, 7321896, 106224224, 134142060
Java, 64, 75, 4, 6, 5.91, 206292991, 392783449, 303, 1288064, 7229005, 99847810, 133995840
Java, 64, 75, 4, 7, 5.51, 206515367, 396766825, 281, 1210323, 7229070, 104857366, 138010362
Java, 64, 75, 4, 8, 6.07, 205931041, 401449835, 276, 1348724, 7201495, 102535353, 137542753
Java, 64, 75, 8, 1, 9.32, 208869032, 403388163, 355, 1391381, 7272985, 105853629, 137096721
Java, 64, 75, 8, 2, 9.20, 209116346, 394637690, 353, 1397301, 7312586, 97741611, 118845305
Java, 64, 75, 8, 3, 9.41, 210370729, 393553428, 346, 1359766, 7293407, 99983729, 135772074
Java, 64, 75, 8, 4, 9.08, 209294202, 403825172, 363, 1433887, 7304127, 107348238, 137523743
Java, 64, 75, 8, 5, 9.30, 210669502, 411342931, 354, 1323644, 7342487, 108880032, 129847713
Java, 64, 75, 8, 6, 9.37, 209671251, 390504204, 348, 1372544, 7306451, 95882733, 138814905
Java, 64, 75, 8, 7, 9.42, 209446261, 409658317, 349, 1338861, 7366416, 111359865, 133598503
Java, 64, 75, 8, 8, 9.52, 208579189, 402436051, 365, 1327756, 7257330, 113986903, 127467616
